subject_id,accuracy,f1_macro
S10,0.9696969696969697,0.9740129935032483
S11,0.9090909090909091,0.8795986622073578
S13,1.0,1.0
S14,1.0,1.0
S15,0.9393939393939394,0.9345238095238096
S16,1.0,1.0
S17,0.9393939393939394,0.9376526251526252
S2,1.0,1.0
S3,0.9696969696969697,0.959866220735786
S4,0.8484848484848485,0.7567340067340066
S5,0.9393939393939394,0.9236111111111112
S6,0.9393939393939394,0.9166666666666666
S7,1.0,1.0
S8,1.0,1.0
S9,0.9090909090909091,0.8963488843813389
